Sim	LOG10_THETA_NOW	LOG10_OLD_SIZE_RELATIVE	LOG10_T_BOT	H_1	S_1	prS_1	D_1	FS_1	Pi_1
5953	-3.21643	1.86888	2.88693	1	2247	2247	0.871031	1.27547	764.905
5954	-3.67682	-1.31792	2.92087	0.994737	14	14	0.958051	-15.7989	4.97895
5955	-2.83411	1.99806	1.58831	1	6959	6959	0.1851	2.33419	2048.05
5956	-3.53839	-0.902561	1.90208	0.826316	4	4	0.483508	-2.55487	1.31579
5957	-1.74976	-0.70586	1.38149	1	249	249	0.0779341	-2.35332	71.5
5958	-3.2633	-1.32053	2.73935	0.721053	5	5	-1.07157	-2.53513	0.915789
5959	-1.86255	0.584447	1.74556	1	3235	3235	-0.371229	1.368	831.158
5960	-3.44615	1.99114	1.43647	1	2179	2179	0.0386739	1.03733	619.858
5961	-1.76165	-0.688456	1.66491	1	446	446	-0.703343	-1.51519	104.547
5962	-1.50234	-0.381976	2.15412	1	918	918	0.356006	0.0641092	280.753
5963	-2.67675	0.476382	1.032	1	569	569	-0.175094	-0.823267	153.668
5964	-3.65835	0.498695	2.58268	1	22	22	-0.312877	-17.9501	5.69474
5965	-1.25801	1.31925	2.32567	1	19258	19258	3.07744	3.89288	9408.03
5966	-2.09073	1.12512	1.08591	1	5974	5974	0.774479	2.30661	1994.66
5967	-2.15386	0.462319	2.55055	1	1391	1391	0.0819008	0.516818	399.742
5968	-3.01441	0.223718	2.62315	1	100	100	0.737568	-4.83371	33.2474
5969	-3.01407	0.70023	1.27574	1	289	289	-0.00712272	-2.04793	81.3211
5970	-2.16322	1.30546	2.91748	1	1710	1710	2.47996	1.27868	767.105
5971	-1.67035	-0.556274	2.16546	1	621	621	-0.70572	-0.913873	145.511
5972	-3.90503	-1.64642	2.33906	0.284211	3	3	-1.72331	-2.74926	0.3
5973	-1.56127	1.02881	1.81869	1	11688	11688	1.03879	3.05253	4109.87
5974	-2.20583	0.649221	2.86909	1	2010	2010	0.120605	0.966409	582.853
5975	-1.50974	0.629582	2.38936	1	6009	6009	0.273156	2.2014	1804.01
5976	-3.20349	1.00277	1.96469	1	329	329	0.260419	-1.63423	98.5263
5977	-2.92714	0.62027	2.06231	1	336	336	0.254591	-1.5942	100.489
5978	-3.8122	0.811776	1.48894	1	92	92	0.262107	-5.66739	27.5895
5979	-3.46477	1.62254	1.45416	1	900	900	0.226529	-0.00143256	267.405
5980	-2.9386	-0.477404	2.36167	1	84	84	-0.552699	-7.23831	20.4789
5981	-1.06478	-1.52849	2.26769	1	2895	2895	-1.04809	1.02292	612.126
5982	-3.91824	-1.75648	2.6926	0.1	1	1	-1.16439	-0.879302	0.1
5983	-2.47682	-0.0687883	1.16221	1	217	217	0.395341	-2.51787	66.9842
5984	-3.64749	-0.976815	2.06416	0.194737	2	2	-1.1407	-1.20637	0.289474
5985	-3.53859	0.708377	2.60915	1	80	80	-0.142526	-6.89231	21.7632
5986	-1.40737	-0.844479	1.26415	1	1044	1044	-1.43702	-0.463187	193.326
5987	-1.42236	-0.834133	2.92842	1	656	656	-0.481511	-0.721525	163.626
5988	-1.96667	1.49465	2.96757	1	6494	6494	1.12319	2.46415	2320.38
5989	-1.13556	-1.15248	1.3688	1	617	617	-0.372125	-0.773365	158.442
5990	-3.67931	-1.09381	2.65108	0.573684	4	4	-1.17868	-2.17511	0.668421
5991	-3.60076	1.41624	1.51605	1	518	518	-0.019831	-0.916125	145.316
5992	-2.37264	1.82236	1.09267	1	11907	11907	0.903404	3.04473	4078.62
5993	-3.60107	1.74245	1.77919	1	823	823	0.515038	-0.0369188	260.516
5994	-2.80458	1.22869	2.98924	1	103	103	-0.0470901	-5.48194	28.7
5995	-3.40533	-0.312129	2.68571	0.942105	9	9	0.164121	-7.57174	2.65789
5996	-3.32611	0.479007	2.36438	1	112	112	-0.606979	-5.78614	26.9158
5997	-3.23471	-1.09182	2.71896	0.994737	31	31	-0.473669	-11.5865	7.68421
5998	-1.36826	0.305969	1.21493	1	4911	4911	0.263422	1.9862	1471.16
5999	-3.29271	1.47586	1.94923	1	835	835	0.124093	-0.13666	242.337
6000	-2.15899	-0.700397	2.72919	1	295	295	-0.588898	-2.35678	71.4
6001	-2.78218	0.168963	2.66985	1	150	150	-0.0671031	-3.96655	41.5947
6002	-3.68156	-0.543859	1.54525	0.689474	7	7	-1.34965	-2.9886	1.16316
6003	-3.95763	1.82941	1.49483	1	287	287	1.25024	-1.50342	105.174
6004	-2.63876	-1.00382	1.05122	0.989474	16	16	-0.164321	-14.3162	4.31053
6005	-3.8483	-0.443765	1.13568	0.763158	4	4	-0.0570401	-3.1738	1.10526
6006	-3.76861	0.885742	1.53676	1	84	84	0.0358022	-6.38895	23.8842
6007	-1.3134	1.38941	2.1271	1	19079	19079	3.28486	3.91183	9586.34
6008	-1.16883	0.522333	2.8512	1	11009	11009	0.849958	2.95376	3731.51
6009	-1.4964	1.54201	2.95443	1	16559	16559	2.24898	3.61804	7168.32
6010	-3.17157	-0.267426	1.45897	1	22	22	0.503338	-15.7413	7.01579
6011	-3.56227	-0.118308	2.61882	0.905263	7	7	0.0360763	-4.61549	1.99474
6012	-2.5364	-0.455874	2.93476	1	85	85	0.481769	-5.81087	26.7789
6013	-2.55973	0.509058	1.10025	1	657	657	-0.157054	-0.587006	178.237
6014	-3.11414	-1.06395	1.96068	0.647368	7	7	-1.72678	-5.33127	0.936842
6015	-2.17518	1.79769	1.25787	1	14365	14365	1.69948	3.38359	5688.51
6016	-1.3971	1.35793	2.56928	1	17033	17033	2.13485	3.62853	7242.96
6017	-1.39151	1.10797	2.28868	1	12493	12493	1.2094	3.15324	4536.06
6018	-3.47895	0.55832	1.16637	1	97	97	0.434794	-5.24442	30.2368
6019	-1.00496	-0.237703	1.05401	1	4058	4058	0.381578	1.81064	1247.85
6020	-2.73612	-1.86253	1.83039	1	61	61	-1.31398	-11.1478	11.6211
6021	-1.34641	0.456505	2.62958	1	7174	7174	0.88972	2.5209	2450.84
6022	-1.6127	-1.65554	1.09979	1	103	103	-1.52042	-7.91619	18.2947
6023	-2.3888	-1.19911	2.26361	0.963158	16	16	-0.472285	-10.294	3.93684
6024	-1.64645	0.359622	1.12545	1	2648	2648	0.632857	1.40449	859.005
6025	-1.74922	-0.524666	1.92172	1	388	388	0.0969421	-1.38328	111.905
6026	-2.68415	1.73205	1.12979	1	5723	5723	-0.116986	2.05383	1568.17
6027	-2.52511	-0.256014	1.96099	1	97	97	0.152647	-5.53777	28.3579
6028	-1.40279	-0.423103	2.11675	1	2413	2413	0.100748	1.17009	696.489
6029	-2.20417	1.71485	1.47165	1	12672	12672	1.38715	3.2007	4752.32
6030	-2.13605	-1.22107	2.61354	1	47	47	-1.0255	-12.5234	9.86316
6031	-2.62455	-0.897982	2.42564	1	58	58	-1.40603	-11.8511	10.6684
6032	-1.14845	-1.39931	2.8669	1	2381	2381	-1.10303	0.774178	494.626
6033	-2.43619	0.364038	2.8816	1	524	524	1.1238	-0.510143	187.405
6034	-3.41741	-1.91613	1.65231	0.973684	15	15	-1.13616	-12.989	2.92632
6035	-3.6608	1.54432	2.11988	1	403	403	-0.126662	-1.41357	110.147
6036	-2.1897	1.42066	2.46059	1	6676	6676	1.65153	2.59091	2622.32
6037	-3.34518	-0.574799	1.14339	0.863158	6	6	0.204984	-5.14604	1.8
6038	-3.71951	1.65021	2.63362	1	317	317	0.706014	-1.51638	104.484
6039	-1.19123	1.47941	1.99564	1	19794	19794	3.81674	3.40282e+38	10652.5
6040	-3.6043	-1.82429	1.33095	0.484211	2	2	-0.155649	-0.11643	0.526316
6041	-1.59243	0.377665	1.61159	1	3359	3359	0.507808	1.63613	1061.41
6042	-2.78251	0.812847	2.73663	1	117	117	-0.131511	-5.00583	31.9263
6043	-3.83682	1.51811	2.09924	1	182	182	2.50017	-2.02292	82.2211
6044	-1.89407	1.57688	2.28335	1	14883	14883	1.42399	3.37098	5618.28
6045	-2.85036	1.37188	1.90539	1	2234	2234	0.0599625	1.07163	638.7
6046	-3.45526	1.55809	1.71158	1	823	823	0.983242	0.09093	286.458
6047	-1.83262	-0.614468	2.7768	1	367	367	-0.734766	-1.94236	85.2316
6048	-2.14218	0.491765	1.4895	1	1426	1426	-0.0539375	0.507626	396.774
6049	-3.1388	0.721648	1.10763	1	304	304	-0.405957	-2.16407	77.3421
6050	-2.234	1.34431	2.15319	1	6819	6819	0.879499	2.46616	2324.88
6051	-2.50737	-1.08509	2.2816	0.989474	14	14	0.103637	-14.9368	4.05789
6052	-3.71547	1.70915	2.16093	1	578	578	-0.118608	-0.77482	158.3
6053	-3.63583	-1.39426	1.487	0.278947	2	2	-1.1407	-1.20637	0.289474
6054	-3.1341	0.170143	2.11555	1	79	79	-0.240309	-7.10521	20.9579
6055	-1.57759	0.50154	1.70403	1	5242	5242	0.381966	2.08299	1612.06
6056	-2.45526	-1.87105	1.9556	0.531579	2	2	0.0851426	0.083976	0.584211
6057	-2.34875	-0.716436	1.12235	1	77	77	-0.559123	-7.7704	18.7316
6058	-1.5296	0.857551	2.60549	1	6012	6012	1.46962	2.44958	2288.06
6059	-3.0692	-0.794956	2.87616	0.989474	17	17	-0.716694	-15.4234	3.87368
6060	-1.13911	1.25302	1.32937	1	19225	19225	3.10635	3.89515	9429.24
6061	-1.93299	-0.947939	1.53452	1	105	105	-0.123813	-5.48109	28.7053
6062	-2.79258	-1.14994	2.61854	0.936842	9	9	0.114177	-7.6699	2.62105
6063	-3.13688	0.931694	2.05498	1	455	455	-0.69344	-1.47036	106.963
6064	-3.65983	1.44883	2.38959	1	425	425	0.30331	-1.12886	128.495
6065	-2.15686	-0.641848	1.31352	1	114	114	0.310146	-4.67471	34.5526
6066	-1.85002	1.06884	2.91341	1	1989	1989	1.0557	1.17865	701.784
6067	-1.94687	1.92194	1.04275	1	18622	18622	2.85495	3.82761	8819.12
6068	-1.8278	-0.618972	2.9964	1	232	232	-0.619806	-3.02608	55.6474
6069	-2.59423	0.476371	2.97485	1	443	443	-0.187859	-1.26407	119.253
6070	-2.04111	0.462357	2.71124	1	1349	1349	0.305954	0.541966	408
6071	-2.97849	0.886557	2.33341	1	484	484	-0.0981399	-1.06514	133.221
6072	-2.47818	-1.85785	1.70712	0.757895	5	5	-0.557358	-1.83293	1.15263
6073	-1.64436	1.83038	2.86451	1	19674	19674	3.23785	3.93646	9823.17
6074	-3.88325	1.27772	2.3816	1	41	41	1.42102	-8.92478	15.6737
6075	-3.6355	0.59266	1.8301	1	53	53	-1.11753	-11.7484	10.8
6076	-3.38913	-1.22528	1.86417	0.526316	1	1	1.56503	1.48599	0.526316
6077	-2.84492	1.2234	1.89338	1	1227	1227	0.756608	0.542868	408.3
6078	-3.68539	0.63703	1.52163	1	51	51	-0.568159	-10.6677	12.3474
6079	-1.07823	-1.20333	2.56881	1	568	568	-1.0616	-1.2609	119.458
6080	-3.62383	-1.45091	2.98715	0.1	1	1	-1.16439	-0.879302	0.1
6081	-2.68046	-0.507153	1.61803	1	36	36	-1.05835	-15.1562	7.43684
6082	-2.55302	1.21809	1.07301	1	3227	3227	0.468883	1.58352	1011.26
6083	-2.45552	-1.27371	1.41255	0.994737	14	14	0.855522	-16.0374	4.86842
6084	-3.05434	-1.21455	1.15937	0.836842	7	7	-0.288429	-2.57873	1.8
6085	-2.23651	-0.129854	2.44574	1	428	428	0.104471	-1.19775	123.658
6086	-2.72593	-1.13484	2.58328	1	38	38	-1.16587	-14.983	7.56842
6087	-3.0998	0.236163	2.4598	1	79	79	0.438529	-6.22338	24.6579
6088	-2.06506	1.54511	1.16999	1	13035	13035	0.947135	3.14584	4503.27
6089	-1.455	-1.06608	2.99469	1	2078	2078	-0.120723	0.93825	568.863
6090	-2.56839	-1.05711	1.61068	0.957895	10	10	-0.486795	-12.3769	2.42632
6091	-2.24998	1.91661	1.76401	1	14664	14664	1.1625	3.3075	5278.11
6092	-1.33769	-1.82189	1.36457	1	222	222	-1.86293	-4.67719	34.5316
6093	-3.10132	-1.09854	1.79098	0.363158	3	3	-1.44071	-2.13527	0.389474
6094	-1.01522	-1.57081	1.7097	1	170	170	-0.0912216	-3.55792	46.8632
6095	-1.69302	-1.69786	1.96996	1	436	436	-1.76378	-2.37069	71
6096	-3.77311	1.20312	1.41897	1	183	183	-0.825202	-3.99019	41.3211
6097	-1.40626	-1.0915	2.86644	1	663	663	-1.2538	-1.09629	130.879
6098	-2.75192	-1.85937	1.81109	0.536842	2	2	0.282154	-1.04289	0.631579
6099	-1.53263	-0.00998806	1.05841	1	1578	1578	-0.033689	0.637325	441.216
6100	-2.79788	0.73737	2.89043	1	343	343	0.746747	-1.34829	113.989
6101	-2.28617	0.617473	1.31999	1	1433	1433	0.202592	0.587402	423.442
6102	-3.4271	-0.863141	2.27769	0.689474	5	5	-0.820175	-3.42944	1.03158
6103	-2.99302	1.08088	2.08797	1	843	843	-0.0356181	-0.176151	235.595
6104	-2.57743	-0.919266	1.35559	0.978947	20	20	-0.365767	-10.2599	5.09474
6105	-1.41586	1.538	2.71646	1	18187	18187	2.3209	3.72414	7960.88
6106	-1.41125	-0.00823269	1.70869	1	2224	2224	0.222431	1.10926	660.126
6107	-3.13714	0.964479	2.66986	1	424	424	-0.210662	-1.35668	113.484
6108	-1.96087	-1.71745	1.2603	1	120	120	-2.15273	-8.71676	16.1632
6109	-1.48808	0.859041	2.06329	1	9528	9528	0.355786	2.69954	2913.32
6110	-2.67965	1.75721	2.37357	1	6053	6053	0.475363	2.25543	1899.43
6111	-2.09093	-1.80513	2.11559	0.963158	9	9	0.0856384	-11.7471	2.6
6112	-3.79053	1.63041	1.93622	1	398	398	0.134172	-1.31884	115.789
6113	-3.03694	-0.847665	2.13156	0.942105	11	11	0.210065	-6.15789	3.28421
6114	-2.00229	1.49831	1.88226	1	12200	12200	1.27957	3.14219	4487.17
6115	-2.35371	-0.219052	2.31864	1	208	208	-0.355575	-3.1362	53.6105
6116	-2.40444	0.798164	2.29775	1	1436	1436	-0.297164	0.441124	376.068
6117	-3.70184	-0.0189371	2.83279	0.931579	9	9	0.95608	-4.78149	3.24211
6118	-3.30052	-0.91923	1.78653	0.784211	4	4	0.794324	-1.19479	1.43684
6119	-3.85153	0.280595	1.59427	1	26	26	0.586971	-13.9385	8.43684
6120	-3.90096	-0.0809268	2.69298	0.968421	10	10	-0.166845	-9.36081	2.68421
6121	-3.12841	-0.441235	1.04078	1	26	26	0.503343	-14.1166	8.27895
6122	-2.18959	-0.27757	1.37686	1	274	274	-0.0318235	-2.18551	76.6421
6123	-3.27878	-1.85448	2.04744	0	0	0	0	0	0
6124	-3.20609	-0.333628	1.48618	1	36	36	-0.571295	-13.6689	8.68421
6125	-1.57863	1.95058	2.54537	1	19874	19874	4.34105	3.40282e+38	11395.3
6126	-3.09031	1.95337	1.94906	1	4926	4926	0.188114	1.97136	1450.74
6127	-2.89696	-1.29564	2.29103	0.836842	8	8	-0.900259	-2.89929	1.65263
6128	-1.16337	-1.95791	1.72066	1	68	68	-1.10451	-9.74029	13.9632
6129	-3.77748	0.491764	1.01627	1	31	31	-0.357743	-14.5134	7.94211
6130	-2.43466	-1.07087	2.71259	0.984211	21	21	-0.311023	-12.0606	5.43684
6131	-3.68055	1.715	1.92095	1	687	687	-0.250265	-0.554282	182.063
6132	-2.10786	-0.380306	2.14992	1	238	238	-0.70886	-3.0258	55.6526
6133	-1.42417	-1.51581	1.775	1	93	93	0.8815	-5.0165	31.8474
6134	-3.98986	1.34388	2.8604	1	159	159	-0.174716	-3.85521	42.9263
6135	-2.94289	-0.410207	2.19068	1	26	26	-0.949004	-18.2613	5.53684
6136	-1.71267	1.8246	1.76822	1	19188	19188	2.99099	3.87713	9262.45
6137	-1.91599	0.379887	2.60833	1	1739	1739	0.534836	0.904713	552.7
6138	-2.87605	1.35267	1.46433	1	1530	1530	0.687753	0.791747	502.016
6139	-1.10855	0.606562	2.83146	1	8519	8519	0.816734	2.68357	2868.54
6140	-1.13411	0.554249	1.87496	1	8473	8473	1.77915	2.85862	3400.73
6141	-2.47249	-1.00774	1.70041	1	30	30	0.554635	-12.7128	9.65263
6142	-1.51626	-0.383268	2.38012	1	1127	1127	-0.709769	-0.0195833	263.853
6143	-1.15176	-0.347356	2.43523	1	3034	3034	-0.284802	1.32154	797.132
6144	-3.04141	-1.92749	2.74864	1	56	56	-0.0297736	-8.92708	15.6684
6145	-1.87294	1.23533	2.42997	1	10842	10842	0.852976	2.93872	3677.11
6146	-2.93135	1.74559	1.84226	1	3304	3304	0.109381	1.52168	955.579
6147	-3.40169	-1.44226	2.30635	0.1	1	1	-1.16439	-0.879302	0.1
6148	-3.8155	0.104058	2.32462	0.984211	14	14	-0.111187	-15.5536	3.82632
6149	-1.61142	-1.27129	1.08966	1	251	251	-1.60407	-3.81072	43.4789
6150	-2.74931	-0.536065	2.6407	1	31	31	-0.159013	-13.9973	8.38421
6151	-2.03643	1.98133	2.31933	1	18143	18143	2.20449	3.70347	7799.79
6152	-1.75342	-0.816925	2.08538	1	223	223	0.0508838	-2.6526	63.6263
6153	-3.76119	1.10517	1.60425	1	155	155	-0.0139927	-3.8057	43.5421
6154	-3.8877	1.64587	2.69372	0.915789	57	57	-0.170443	2.22919	15.3895
6155	-2.09713	-1.32789	2.56617	1	409	409	-0.056061	-1.35248	113.737
6156	-1.42841	-0.703693	1.25812	1	455	455	-0.119263	-1.18417	124.589
6157	-2.18538	0.889124	2.31973	1	2926	2926	0.697804	1.52895	961.947
6158	-2.86497	0.314198	1.33266	1	173	173	-0.498459	-3.85736	42.9
6159	-2.28967	1.75477	1.10819	1	11624	11624	0.813455	3.00196	3911.46
6160	-3.19432	0.0386417	1.70515	1	74	74	0.322	-6.70729	22.5053
6161	-3.83117	-0.0594164	1.55682	0.947368	13	13	0.499038	-6.18488	4.16842
6162	-1.88596	-0.647068	2.33426	1	227	227	-0.0198487	-2.6504	63.6789
6163	-2.40047	-0.709813	2.51406	1	54	54	-0.277719	-9.63165	14.1737
6164	-2.6482	-1.03279	1.97639	1	22	22	-0.498232	-18.5519	5.39474
6165	-2.87455	0.883885	2.38954	1	306	306	0.293275	-1.76935	92.3211
6166	-3.20915	-1.86788	2.45405	0.368421	4	4	-1.86788	-3.65405	0.4
6167	-1.28561	1.26791	2.51804	1	18439	18439	2.08181	3.70026	7775.14
6168	-2.88398	0.0345118	2.93432	1	82	82	-0.464232	-7.23533	20.4895
6169	-2.26948	-0.157842	1.20033	1	253	253	-0.236043	-2.50698	67.2684
6170	-3.62609	1.54904	1.23336	1	638	638	0.0921679	-0.539783	183.795
6171	-3.72175	1.75558	2.36715	1	708	708	-0.240178	-0.504445	188.111
6172	-3.33299	-1.4668	2.68617	0.994737	23	23	0.100616	-12.9008	6.65263
6173	-1.17112	-1.05154	2.01908	1	1667	1667	-1.32491	0.241691	321.384
6174	-2.53689	1.37579	1.17824	1	4015	4015	0.48012	1.82206	1261.21
6175	-2.64225	1.27149	2.20903	1	997	997	0.286998	0.153204	300.279
6176	-1.52158	1.11948	1.83299	1	14698	14698	1.23286	3.32311	5359.79
6177	-2.13541	1.27254	2.53405	1	7761	7761	0.511477	2.52232	2454.2
6178	-2.02692	-0.580417	2.06414	1	415	415	-0.541752	-1.56816	101.8
6179	-3.38615	-0.169393	2.50815	1	22	22	0.135879	-16.6574	6.42105
6180	-1.15494	1.53232	2.63136	1	19686	19686	3.95829	3.40282e+38	10781.6
6181	-3.11713	1.76459	2.53498	1	3259	3259	0.333846	1.56224	991.716
6182	-3.59634	-1.25085	1.32069	0	0	0	0	0	0
6183	-1.50333	-0.87189	1.71522	1	240	240	-0.655466	-2.95716	56.9895
6184	-1.64095	1.04713	2.12136	1	10997	10997	0.969553	2.97662	3815.77
6185	-2.88973	-1.09631	1.93652	0.915789	12	12	-1.15993	-10.6619	2.28947
6186	-3.41759	1.84001	1.25456	1	1730	1730	0.390455	0.862386	533.047
6187	-1.30741	0.273569	2.44043	1	5381	5381	0.247341	2.07911	1606.14
6188	-2.75675	1.60733	1.58448	1	4100	4100	0.666428	1.88623	1339.23
6189	-3.40248	-0.710041	1.93706	0.978947	19	19	-0.953494	-12.4291	4.00526
6190	-3.67649	0.618851	1.1217	1	65	65	-0.268511	-8.34126	17.1105
6191	-2.86674	0.164413	1.37887	1	135	135	0.31371	-4.02337	40.9421
6192	-1.28448	0.288262	1.15467	1	6055	6055	0.7506	2.31564	2011.99
6193	-2.10514	-1.25727	1.45627	1	232	232	-1.26779	-3.65899	45.4579
6194	-3.79106	1.65539	1.0041	1	519	519	0.0864523	-0.870729	149.316
6195	-2.24077	-0.220006	2.33205	1	236	236	0.149392	-2.44551	68.9105
6196	-2.48019	0.022519	2.54275	1	274	274	1.0699	-1.66464	97.0737
6197	-2.99516	1.26603	2.19384	1	1230	1230	0.0745605	0.361143	352.868
6198	-1.35167	1.95446	1.5855	1	18879	18879	4.01487	3.40282e+38	10411.3
6199	-1.66562	-0.869687	2.932	1	1127	1127	-0.713587	-0.021076	263.563
6200	-2.26122	-1.14627	2.79096	1	187	187	-1.3419	-4.54728	35.6632
6201	-1.40463	-0.899127	2.49678	1	360	360	-0.0926005	-1.61992	99.2211
6202	-1.83129	1.14644	1.8556	1	10727	10727	0.587499	2.87244	3446.85
6203	-1.68931	0.608082	2.02184	1	5163	5163	0.420919	2.0759	1601.27
6204	-3.67256	-1.71106	1.17	0	0	0	0	0	0
6205	-2.10921	1.62742	2.87835	1	10252	10252	1.77005	3.05218	4108.43
6206	-3.62181	1.45562	2.47228	1	189	189	0.663377	-2.73141	61.7895
6207	-3.57702	1.81167	1.64251	1	1038	1038	0.718496	0.324277	342.763
6208	-1.208	-1.13824	1.31722	1	607	607	-1.24154	-1.24781	120.311
6209	-3.80277	-1.94398	2.99137	0	0	0	0	0	0
6210	-3.74134	0.796558	1.49989	1	82	82	0.242552	-6.25979	24.4842
6211	-3.26988	0.760254	2.8872	1	186	186	0.054034	-3.16432	53.1105
6212	-1.20982	-0.28462	1.08398	1	2234	2234	-0.0975306	1.0284	615.053
6213	-3.76357	-1.94767	1.51668	0	0	0	0	0	0
6214	-2.87271	0.720163	2.41302	1	114	114	1.32956	-3.88978	42.5053
6215	-1.99998	0.937547	2.45444	1	3218	3218	0.867793	1.66959	1094.69
6216	-2.13926	0.914635	2.04057	1	3812	3812	0.460373	1.76182	1192.39
6217	-3.38356	1.28342	1.33109	1	563	563	-0.264557	-0.878134	148.653
6218	-1.99442	0.624626	2.17655	1	2616	2616	0.20794	1.28858	773.926
6219	-3.27254	1.70436	2.73545	1	118	118	0.541647	-4.33727	37.6316
6220	-1.33039	-1.77561	1.86897	1	55	55	-0.953765	-10.9969	11.8421
6221	-1.64023	0.34747	1.4069	1	3070	3070	0.0712736	1.4312	880.042
6222	-2.23859	-0.280186	2.09092	1	235	235	-0.34682	-2.7793	60.7158
6223	-1.62801	-1.30068	2.84135	1	113	113	-0.511577	-5.61518	27.8947
6224	-3.28445	0.375151	2.31019	1	95	95	0.445447	-5.32743	29.6842
6225	-3.24183	-1.92995	1.12467	0.736842	3	3	0.437775	-2.31048	0.984211
6226	-1.50067	1.94357	2.28865	1	19905	19905	4.55185	3.40282e+38	11694.9
6227	-3.87183	0.685886	1.34463	1	42	42	-0.733814	-12.7031	9.66316
6228	-2.74326	-0.89377	1.24243	1	31	31	0.373301	-12.7902	9.56842
6229	-2.53477	0.209558	2.39914	1	286	286	-0.564316	-2.417	69.6947
6230	-2.07685	1.70599	2.10077	1	12358	12358	0.933152	3.08864	4257.78
6231	-1.28773	-1.40787	2.21238	1	1342	1342	-1.47873	-0.122558	244.805
6232	-2.45157	0.40954	2.19632	1	275	275	0.192379	-2.05429	81.0947
6233	-3.89555	-1.21498	2.43511	0.478947	1	1	1.26176	1.3113	0.478947
6234	-2.68317	-1.36829	2.33075	0.8	8	8	-1.34865	-6.74934	1.35263
6235	-3.44369	0.604237	2.77513	1	100	100	0.546555	-5.00441	31.9368
6236	-1.91553	0.475852	1.48056	1	2166	2166	0.367105	1.11587	663.974
6237	-1.14069	1.09057	2.26465	1	18036	18036	2.49677	3.74263	8107.79
6238	-1.49878	-1.78916	2.30912	1	122	122	-1.93508	-7.93054	18.2526
6239	-2.26688	1.46432	1.23111	1	8187	8187	0.634185	2.60425	2656.38
6240	-3.60387	-0.0543993	1.7547	0.978947	11	11	0.0896579	-14.7121	3.17895
6241	-3.5386	0.0850225	2.06269	1	27	27	0.301484	-14.2075	8.2
6242	-2.05197	0.00900956	1.49626	1	623	623	0.429301	-0.46086	193.626
6243	-1.22773	1.70771	1.01745	1	19984	19984	4.86782	3.40282e+38	12165.3
6244	-2.3649	-0.00929978	1.49906	1	297	297	0.268562	-1.84499	89.1105
6245	-2.10813	0.96044	1.80118	1	4887	4887	0.317419	1.99377	1481.7
6246	-1.14062	-1.55296	2.31493	1	1200	1200	-1.84536	-0.495026	189.284
6247	-2.70084	-1.2148	2.8152	1	93	93	-0.493008	-6.5747	23.0632
6248	-3.81224	-1.34751	2.87461	0	0	0	0	0	0
6249	-1.64324	1.84256	2.3722	1	7033	7033	1.71422	2.65573	2792.14
6250	-2.48156	0.970414	2.40715	1	1364	1364	1.20445	0.774973	494.958
6251	-2.99238	1.56886	1.8663	1	1056	1056	0.644497	0.326815	343.447
6252	-2.33352	0.1712	2.84049	1	536	536	0.273869	-0.747704	160.979
6253	-1.00719	1.67702	1.44889	1	19994	19994	5.38873	3.40282e+38	12870.8
6254	-3.36587	-1.14308	1.43299	0.573684	3	3	-0.642768	-1.00609	0.642105
6255	-3.47136	0.282828	2.92649	1	34	34	-0.00190375	-12.7805	9.57895
6256	-1.84231	0.0221064	1.44102	1	1073	1073	-0.659027	-0.0669174	254.868
6257	-3.24994	-1.53397	1.22376	0.268421	1	1	-0.0861022	0.380606	0.268421
6258	-1.41285	0.826912	2.42076	1	10836	10836	0.536261	2.87177	3444.59
6259	-1.84069	-0.0746645	2.45736	1	991	991	0.198629	0.118966	292.579
6260	-3.64886	-0.227061	1.43312	0.921053	6	6	1.01823	-7.03713	2.23158
6261	-3.82526	-0.652434	1.19868	0.594737	2	2	0.435384	0.350298	0.668421
6262	-3.36004	-0.27288	2.13015	0.952632	12	12	-0.908579	-12.0072	2.52632
6263	-1.55455	0.27837	1.78853	1	3048	3048	0.476724	1.52305	956.774
6264	-2.9839	1.98739	2.25098	1	6303	6303	0.53582	2.31121	2003.47
6265	-2.9935	1.80727	2.65363	1	4019	4019	-0.252425	1.63947	1064.68
6266	-2.17828	-0.0919662	2.56209	1	358	358	0.0194178	-1.57647	101.379
6267	-2.27987	1.55021	1.22407	1	8403	8403	0.805739	2.66717	2823.28
6268	-2.9784	1.13885	2.22228	1	746	746	0.714269	-0.114908	246.158
6269	-2.07718	-0.425395	1.64993	1	230	230	0.0406108	-2.57748	65.4632
6270	-1.1126	-1.10535	2.24905	1	557	557	-1.05597	-1.29382	117.353
6271	-2.39153	-1.35975	1.07114	0.994737	22	22	-0.70635	-15.633	5.05789
6272	-3.50156	-1.06651	2.87745	0.415789	3	3	-0.227174	0.651961	0.773684
6273	-2.39467	1.36451	1.01003	1	5561	5561	0.305604	2.12754	1681.63
6274	-3.34787	-0.272612	1.89421	1	26	26	-0.218649	-15.8875	6.91579
6275	-3.70219	0.822764	2.77671	1	113	113	-0.0454185	-5.06398	31.5
6276	-1.30153	-0.634361	1.38124	1	806	806	-0.0558176	-0.246643	224.158
6277	-2.34152	-1.06318	1.60626	1	62	62	-1.30516	-10.9898	11.8526
6278	-1.5908	-0.431524	1.79355	1	781	781	-0.399397	-0.418968	199.137
6279	-3.25414	1.94274	2.20445	1	2800	2800	-0.345846	1.21405	724.163
6280	-1.69746	-0.603211	1.25254	1	334	334	-0.269629	-1.87074	88.0579
