Sim	LOG10_N_NOW	LOG10_MUTATION_RATE	N_NOW	MUTATION_RATE	H_1	S_1	prS_1	D_1	FS_1	Pi_1
2958	4.48279	-7.96081	30393	1.09443e-08	0.973684	72	72	-0.936297	-1.07281	15.6316
2959	4.81281	-7.82222	64983	1.50585e-08	0.931579	131	131	-0.450075	3.32507	32.9
2960	2.40782	-6.83515	255	1.46167e-07	0.821053	7	7	0.799102	0.30746	2.45263
2961	3.31644	-6.73285	2072	1.84992e-07	0.931579	69	69	-0.221716	1.98601	18.3895
2962	5.68272	-6.36671	481639	4.29825e-07	1	14613	14613	-0.390896	2.95482	3735.36
2963	5.2538	-8.46474	179392	3.42977e-09	0.931579	177	177	0.331459	5.72417	53.8789
2964	3.02265	-6.47461	1053	3.35264e-07	0.926316	44	44	-0.0380948	1.37053	12.2842
2965	5.79642	-6.07816	625772	8.353e-07	1	19004	19004	3.42838	3.92703	9731.82
2966	3.98926	-7.69149	9755	2.03474e-08	0.936842	55	55	2.15626	3.03678	23.7789
2967	4.05358	-7.73813	11313	1.82756e-08	0.931579	23	23	-0.473799	-3.15771	5.68421
2968	3.78218	-8.74804	6055	1.78632e-09	0.731579	4	4	0.699728	-0.256375	1.4
2969	5.96004	-7.35599	912096	4.40568e-08	1	7133	7133	2.23274	2.75692	3080.26
2970	2.84769	-8.26369	704	5.44897e-09	0	0	0	0	0	0
2971	5.48428	-6.09376	304985	8.05821e-07	1	10695	10695	0.410071	2.83059	3309.13
2972	4.31953	-7.6784	20870	2.09703e-08	0.910526	132	132	0.0792751	3.96308	37.9211
2973	2.58732	-8.01768	386	9.60101e-09	0	0	0	0	0	0
2974	3.0573	-7.2845	1141	5.19397e-08	0.873684	7	7	-0.165643	-1.40405	1.87368
2975	3.17864	-8.46752	1508	3.40782e-09	0	0	0	0	0	0
2976	4.38171	-8.10558	24082	7.84185e-09	0.894737	26	26	0.478254	2.59984	8.23158
2977	3.44715	-8.05969	2799	8.71579e-09	0	0	0	0	0	0
2978	5.22707	-6.95954	168682	1.09764e-07	1	2398	2398	-0.40507	1.02013	610.642
2979	5.59443	-7.19801	393029	6.33853e-08	1	1863	1863	-1.64652	0.23172	318.916
2980	3.7143	-8.86465	5179	1.36569e-09	0	0	0	0	0	0
2981	4.94208	-6.51879	87513	3.02839e-07	1	3036	3036	0.455456	1.51373	948.668
2982	4.847	-8.44012	70306	3.62976e-09	0.915789	40	40	1.25124	3.08304	14.8158
2983	5.83547	-6.74978	684647	1.77917e-07	1	8283	8283	-0.279248	2.39897	2179.38
2984	3.0731	-7.38473	1183	4.1235e-08	0.752632	8	8	0.602247	-0.351105	2.65789
2985	4.74699	-8.12023	55845	7.58181e-09	0.984211	69	69	-0.171053	-2.40954	18.6316
2986	2.32829	-8.6059	212	2.47802e-09	0	0	0	0	0	0
2987	2.39173	-6.22661	246	5.93452e-07	0.905263	19	19	0.830479	0.0185149	6.53158
2988	2.50476	-8.90709	319	1.23854e-09	0	0	0	0	0	0
2989	3.57572	-7.17827	3764	6.63338e-08	0.968421	54	54	0.671356	0.167491	17.7526
2990	2.28399	-8.60011	192	2.51126e-09	0	0	0	0	0	0
2991	3.11926	-7.035	1316	9.22571e-08	0.810526	18	18	0.788372	3.59157	6.13684
2992	3.65288	-6.28804	4496	5.1518e-07	0.994737	248	248	0.541473	-0.546406	79
2993	2.95371	-6.98927	898	1.02501e-07	0.615789	5	5	-0.500223	-0.694704	1.17895
2994	4.89768	-8.01969	79009	9.55673e-09	0.973684	74	74	-1.04456	-2.03393	15.5158
2995	3.84703	-6.91358	7031	1.22016e-07	0.963158	175	175	0.458673	3.00719	54.7842
2996	5.26284	-7.64524	183165	2.26342e-08	1	471	471	-0.845728	-1.49009	105.889
2997	5.44503	-6.24401	278628	5.70153e-07	1	9794	9794	-0.805724	2.42317	2230.66
2998	2.65347	-6.78089	450	1.65617e-07	0.573684	4	4	-0.975973	-1.87421	0.747368
2999	5.48325	-7.03373	304266	9.25263e-08	1	3868	3868	1.02486	1.89997	1356.59
3000	3.25738	-8.65242	1808	2.22627e-09	0	0	0	0	0	0
3001	5.73404	-7.02876	542044	9.35922e-08	1	4344	4344	-1.65888	1.23889	740.342
3002	4.00335	-8.51591	10077	3.04853e-09	0.668421	8	8	2.21488	4.12088	3.73684
3003	5.59071	-6.17872	389679	6.62647e-07	1	16197	16197	1.02722	3.38256	5682.73
3004	5.53967	-7.6266	346476	2.36267e-08	0.994737	1289	1289	-0.390148	2.14901	329.505
3005	2.30003	-8.59043	199	2.56787e-09	0	0	0	0	0	0
3006	5.82293	-7.28449	665169	5.19409e-08	0.984211	4836	4836	0.839636	8.55927	1635.88
3007	2.55562	-6.80069	359	1.58236e-07	0.352632	2	2	-0.812352	-0.7746	0.368421
3008	2.91763	-8.14821	827	7.10875e-09	0.336842	1	1	0.351953	0.720808	0.336842
3009	5.86326	-6.62074	729889	2.39473e-07	1	8663	8663	-0.296365	2.44107	2269.41
3010	2.09304	-8.34251	123	4.54459e-09	0	0	0	0	0	0
3011	5.51704	-7.16144	328878	6.89543e-08	1	3700	3700	0.437442	1.7244	1151.66
3012	2.89631	-7.28733	787	5.1602e-08	0.1	1	1	-1.16439	-0.879302	0.1
3013	3.439	-7.72502	2747	1.88354e-08	0.731579	6	6	0.234737	1.50395	1.81579
3014	4.52212	-6.19029	33275	6.45219e-07	1	3148	3148	0.625481	1.59249	1019.63
3015	2.10714	-8.44271	127	3.60816e-09	0	0	0	0	0	0
3016	2.58421	-6.19161	383	6.43262e-07	0.936842	46	46	0.350719	1.02219	14.1
3017	4.12895	-6.19658	13457	6.35941e-07	1	1036	1036	0.0444541	0.13037	295.116
3018	2.71026	-6.87606	513	1.33026e-07	0.884211	19	19	0.600049	-0.14974	6.20526
3019	4.06438	-6.95964	11597	1.09738e-07	0.978947	318	318	0.859124	4.15608	108.105
3020	4.69832	-6.13651	49924	7.30284e-07	1	4189	4189	-0.18474	1.70273	1128.76
3021	4.81772	-6.206	65722	6.22305e-07	1	4952	4952	0.221248	1.98494	1469.42
3022	3.21404	-8.27222	1636	5.34289e-09	0.1	1	1	-1.16439	-0.879302	0.1
3023	5.26486	-8.39143	184015	4.06043e-09	0.957895	91	91	-0.212433	0.328901	24.3211
3024	2.91005	-8.1289	812	7.43195e-09	0.521053	1	1	1.53133	1.46699	0.521053
3025	4.23566	-6.78488	17205	1.64106e-07	0.994737	405	405	0.00541566	0.205089	114.305
3026	2.43668	-6.19727	273	6.34941e-07	0.952632	16	16	-0.506985	-3.82424	3.89474
3027	4.51455	-8.61425	32699	2.4308e-09	0.631579	12	12	-1.22138	0.0382609	2.23158
3028	5.87923	-6.00786	757231	9.82061e-07	1	19477	19477	3.5432	3.40282e+38	10124.2
3029	2.49937	-7.30091	315	5.00143e-08	0.542105	3	3	0.670507	1.35733	1.05789
3030	5.9352	-8.43091	861383	3.70762e-09	0.994737	397	397	0.0268175	0.176273	112.621
3031	3.69733	-8.3856	4981	4.11527e-09	0.836842	7	7	-0.384903	-0.654012	1.74211
3032	5.13289	-8.63847	135795	2.29895e-09	0.936842	37	37	-1.30072	-1.3477	7.01053
3033	3.72838	-8.9268	5350	1.18357e-09	0.647368	2	2	1.92391	1.28461	1.02632
3034	3.0733	-6.31106	1183	4.88585e-07	0.968421	86	86	-1.1563	-0.719368	17.3947
3035	5.66755	-8.92035	465105	1.20129e-09	0.973684	67	67	-0.877343	-2.21131	14.8105
3036	2.22568	-6.97366	168	1.06253e-07	0.426316	2	2	-0.44022	-0.377482	0.457895
3037	2.93668	-8.14535	864	7.15572e-09	0	0	0	0	0	0
3038	2.43998	-6.16496	275	6.8398e-07	0.826316	31	31	1.90636	3.58006	12.9789
3039	5.93687	-8.71352	864704	1.93411e-09	0.994737	125	125	-0.302854	-2.94675	32.6474
3040	4.40433	-7.91289	25370	1.2221e-08	0.926316	48	48	0.402186	1.21096	14.8842
3041	3.2006	-8.8075	1587	1.55776e-09	0	0	0	0	0	0
3042	5.81108	-6.48874	647261	3.24534e-07	1	16543	16543	1.18644	3.4345	5981.01
3043	5.04572	-6.17624	111100	6.66434e-07	1	5653	5653	-0.218276	2.0142	1510.53
3044	2.61163	-7.76482	408	1.71863e-08	0.1	1	1	-1.16439	-0.879302	0.1
3045	4.00951	-8.5405	10221	2.8807e-09	0.6	3	3	-0.243798	-0.605844	0.768421
3046	3.75861	-7.14066	5736	7.2334e-08	0.957895	67	67	0.997011	1.07347	23.5158
3047	5.05292	-7.05591	112960	8.79202e-08	1	1839	1839	0.617264	0.989599	594.668
3048	5.59231	-8.91305	391121	1.22165e-09	0.926316	61	61	1.08597	1.69852	21.8
3049	4.78865	-8.94412	61468	1.13731e-09	0.584211	6	6	-1.88764	-5.0483	0.689474
3050	2.53039	-6.3864	339	4.10769e-07	0.926316	21	21	-0.283877	-2.29084	5.47895
3051	2.87456	-8.60395	749	2.48917e-09	0	0	0	0	0	0
3052	4.75714	-8.41036	57166	3.8872e-09	0.894737	28	28	-0.095094	-0.219772	7.7
3053	3.7529	-8.86499	5661	1.36462e-09	0.478947	1	1	1.26176	1.3113	0.478947
3054	5.9259	-6.62535	843137	2.36947e-07	1	17172	17172	-0.0864832	3.19817	4740.54
3055	3.46862	-8.91434	2941	1.21805e-09	0.278947	2	2	-1.1407	-1.20637	0.289474
3056	5.37789	-6.86066	238719	1.3783e-07	1	5831	5831	-0.101624	2.07755	1603.78
3057	2.25595	-6.5081	180	3.10384e-07	0.336842	1	1	0.351953	0.720808	0.336842
3058	5.00018	-6.58634	100042	2.59213e-07	1	3229	3229	0.296279	1.54305	974.437
3059	3.76627	-8.59442	5838	2.54435e-09	0.336842	1	1	0.351953	0.720808	0.336842
3060	2.88973	-7.79066	775	1.61935e-08	0.278947	2	2	-1.1407	-1.20637	0.289474
3061	3.30894	-8.2509	2036	5.61177e-09	0	0	0	0	0	0
3062	5.05486	-8.86293	113465	1.37109e-09	0.794737	13	13	-0.881649	0.667258	2.77368
3063	5.23164	-6.2268	170465	5.93204e-07	1	9603	9603	0.98387	2.84053	3341.33
3064	5.94464	-8.88712	880324	1.29681e-09	0.978947	96	96	0.331087	0.0179891	29.2421
3065	5.38664	-8.80503	243577	1.56665e-09	0.926316	63	63	-0.867207	0.988499	13.9632
3066	5.85416	-8.422	714759	3.78443e-09	0.994737	343	343	-0.512607	-0.395708	84.8
3067	4.91336	-7.28242	81913	5.21892e-08	0.994737	585	585	1.51781	1.45764	224.737
3068	4.07159	-7.2389	11792	5.76905e-08	0.947368	117	117	0.345307	3.69209	35.7421
3069	2.00071	-8.63359	100	2.32493e-09	0	0	0	0	0	0
3070	2.34816	-6.12937	222	7.42387e-07	0.947368	19	19	-0.384852	-3.97014	4.81053
3071	3.99874	-8.94685	9970	1.13018e-09	0	0	0	0	0	0
3072	2.75718	-8.70221	571	1.98514e-09	0	0	0	0	0	0
3073	5.30372	-8.43014	201244	3.71414e-09	0.989474	71	71	-0.579995	-4.06833	17.1632
3074	5.42426	-6.84737	265620	1.42111e-07	1	7184	7184	1.90948	2.71114	2946.3
3075	5.36048	-6.07897	229340	8.33739e-07	1	13174	13174	-0.424419	2.83947	3337.86
3076	2.17129	-7.02138	148	9.51954e-08	0.394737	1	1	0.722614	0.976063	0.394737
3077	2.68787	-8.79718	487	1.59523e-09	0	0	0	0	0	0
3078	5.63064	-8.92208	427205	1.19652e-09	0.915789	46	46	-0.691056	-0.682317	10.7316
3079	3.61472	-8.64972	4118	2.24015e-09	0	0	0	0	0	0
3080	4.71459	-6.44643	51831	3.57743e-07	1	4017	4017	-0.796228	1.47696	917.395
3081	2.1793	-6.42199	151	3.78454e-07	0.778947	6	6	-0.0727098	-0.801131	1.65263
3082	4.81804	-7.76917	65771	1.7015e-08	0.989474	142	142	-1.18612	-2.04745	28.5421
3083	4.11548	-6.51973	13046	3.02182e-07	0.989474	516	516	0.283093	2.21671	155.295
3084	4.09528	-6.10583	12453	7.83741e-07	1	2593	2593	-0.279227	1.14667	682.232
3085	2.01881	-7.31972	104	4.78938e-08	0	0	0	0	0	0
3086	5.79395	-6.82792	622225	1.4862e-07	1	8504	8504	0.261022	2.56039	2546.1
3087	3.18029	-8.25373	1514	5.57527e-09	0.189474	1	1	-0.59155	-0.0965971	0.189474
3088	3.44117	-6.99691	2761	1.00714e-07	0.936842	44	44	-0.0228093	1.38447	12.3316
3089	2.31093	-6.91168	204	1.22553e-07	0.426316	2	2	-0.44022	-0.377482	0.457895
3090	2.55212	-6.65419	356	2.21722e-07	0.878947	14	14	-1.18043	-2.16867	2.67368
3091	4.08289	-6.3918	12102	4.057e-07	1	566	566	-0.607034	-1.02439	136.379
3092	3.43591	-6.01359	2728	9.69183e-07	0.994737	524	524	-0.314159	0.54477	136.6
3093	2.08066	-8.68739	120	2.05403e-09	0.394737	1	1	0.722614	0.976063	0.394737
3094	3.95263	-8.04581	8966	8.99882e-09	0.894737	16	16	0.126293	1.40713	4.66316
3095	2.17463	-6.92658	149	1.1842e-07	0	0	0	0	0	0
3096	2.25286	-8.89364	179	1.27751e-09	0	0	0	0	0	0
3097	2.46974	-7.41916	294	3.80929e-08	0	0	0	0	0	0
3098	2.03356	-6.67302	108	2.12313e-07	0.194737	3	3	-1.72331	-1.14276	0.3
3099	4.89057	-6.17838	77727	6.63165e-07	1	5478	5478	-1.15434	1.69366	1119.33
3100	4.95589	-8.5253	90341	2.98335e-09	0.936842	29	29	-0.398132	-1.18221	7.34211
3101	2.44888	-8.52013	281	3.01906e-09	0.505263	1	1	1.43024	1.4094	0.505263
3102	4.31805	-8.82545	20799	1.49469e-09	0.505263	4	4	2.29435	5.38763	2.02105
3103	3.81182	-8.47974	6483	3.31329e-09	0.1	1	1	-1.16439	-0.879302	0.1
3104	3.20225	-8.47051	1593	3.3845e-09	0	0	0	0	0	0
3105	2.18977	-6.58963	154	2.57259e-07	0.826316	8	8	0.971973	0.806418	2.90526
3106	4.15126	-8.74315	14166	1.80655e-09	0.352632	2	2	-0.527781	-0.464374	0.436842
3107	2.29241	-6.03748	196	9.17321e-07	0.894737	17	17	0.0762598	-0.130116	4.88947
3108	5.1519	-8.97189	141872	1.06687e-09	0.847368	44	44	-1.0911	3.00006	9.02105
3109	4.96761	-8.46732	92813	3.40944e-09	0.868421	41	41	-0.0486204	4.14809	11.4158
3110	3.60755	-6.74036	4050	1.81817e-07	0.921053	41	41	0.0531101	0.39359	11.7105
3111	2.41645	-7.25017	260	5.62127e-08	0.363158	4	4	-1.40841	-1.23685	0.578947
3112	2.90301	-6.4606	799	3.46259e-07	0.963158	36	36	-0.240423	-1.96884	9.53158
3113	3.79149	-6.63441	6187	2.32054e-07	0.984211	137	137	-1.45469	-1.3809	25.0211
3114	2.57805	-8.28934	378	5.13645e-09	0	0	0	0	0	0
3115	5.1832	-8.43938	152476	3.63593e-09	0.931579	69	69	-1.86495	-0.744398	10.5368
3116	3.46854	-6.2963	2941	5.05481e-07	0.989474	368	368	1.49164	1.98522	140.805
3117	4.59466	-7.99628	39324	1.0086e-08	0.926316	39	39	0.234979	0.374076	11.6421
3118	2.97648	-7.69468	947	2.01984e-08	0.278947	2	2	-1.1407	-1.20637	0.289474
3119	5.18519	-7.88559	153177	1.30139e-08	0.994737	299	299	0.541831	-0.156277	95.2368
3120	2.82998	-8.96762	676	1.07741e-09	0	0	0	0	0	0
3121	3.4492	-8.06821	2813	8.54653e-09	0.189474	1	1	-0.59155	-0.0965971	0.189474
3122	5.6647	-8.12867	462057	7.4359e-09	0.984211	382	382	0.156466	2.77826	111.711
3123	4.34811	-7.56019	22290	2.75305e-08	0.963158	109	109	-0.9197	1.12106	23.8579
3124	5.23881	-8.1871	173304	6.49985e-09	0.978947	98	98	-1.1732	-2.19441	19.7316
3125	2.3163	-8.34042	207	4.56646e-09	0	0	0	0	0	0
3126	4.52458	-7.54273	33464	2.86595e-08	0.968421	220	220	0.0408696	1.17215	62.6211
3127	2.57896	-7.3437	379	4.5321e-08	0.647368	2	2	0.938857	0.694832	0.789474
3128	5.1644	-8.36705	146016	4.29491e-09	0.952632	112	112	0.492082	1.49453	35.3421
3129	4.04517	-8.26518	11096	5.43028e-09	0.778947	10	10	0.486112	1.11493	3.21053
3130	5.25626	-8.94645	180408	1.13122e-09	0.921053	31	31	0.034986	0.229196	8.81579
3131	3.50848	-6.21272	3224	6.1274e-07	0.994737	252	252	0.368524	-0.592865	77.3211
3132	5.87602	-8.89005	751650	1.28809e-09	0.984211	105	105	0.191389	-0.731861	30.9737
3133	3.76463	-8.31834	5816	4.80461e-09	0.1	1	1	-1.16439	-0.879302	0.1
3134	2.67777	-6.65203	476	2.22831e-07	0.842105	11	11	-0.253501	-0.113443	2.87895
3135	3.60191	-8.07589	3998	8.39672e-09	0.752632	10	10	1.32843	2.87638	3.88947
3136	2.79867	-7.58719	629	2.58706e-08	0.1	2	2	-1.51284	-0.0254547	0.2
3137	2.39395	-8.45392	247	3.51628e-09	0	0	0	0	0	0
3138	2.48826	-7.14493	307	7.16258e-08	0.710526	7	7	0.483367	1.04021	2.26316
3139	3.75415	-6.97904	5677	1.04944e-07	0.963158	59	59	0.0413185	-0.00887073	16.8
3140	2.22147	-8.28933	166	5.13649e-09	0	0	0	0	0	0
3141	3.10895	-6.30129	1285	4.99706e-07	0.989474	77	77	-0.392797	-3.46516	19.6158
3142	3.69129	-6.66614	4912	2.15703e-07	0.989474	181	181	0.830317	0.0522202	61.2316
3143	5.239	-7.68587	173381	2.06123e-08	0.978947	700	700	-0.879259	3.78853	155.853
3144	5.72892	-7.16395	535702	6.85569e-08	1	5681	5681	-0.149073	2.03769	1544.42
3145	5.57366	-8.9493	374677	1.12383e-09	0.947368	66	66	0.991585	1.91663	23.1421
3146	3.06265	-8.95908	1155	1.09881e-09	0	0	0	0	0	0
3147	5.88396	-6.30163	765533	4.99313e-07	1	18040	18040	2.42277	3.73161	8019.95
3148	5.2445	-6.32591	175591	4.72162e-07	1	6587	6587	0.465823	2.34166	2062.77
3149	2.84844	-6.79756	705	1.59382e-07	0.842105	16	16	0.989459	2.14478	5.71053
3150	2.67352	-6.09398	471	8.05408e-07	0.926316	34	34	-0.984479	-0.44576	7.19474
3151	2.1656	-8.59185	146	2.55947e-09	0	0	0	0	0	0
3152	2.8624	-6.47344	728	3.36168e-07	0.910526	68	68	-0.751513	4.54657	15.6263
3153	5.77049	-6.80528	589505	1.56575e-07	1	8111	8111	-0.418096	2.33949	2058.48
3154	2.25173	-7.89964	178	1.25998e-08	0	0	0	0	0	0
3155	4.9694	-7.94083	93195	1.14597e-08	0.963158	160	160	-0.516078	0.887259	39.4789
3156	3.11502	-6.30218	1303	4.98682e-07	0.947368	108	108	-0.689331	3.31941	25.3421
3157	3.40611	-6.60851	2547	2.46314e-07	0.936842	101	101	-0.377622	1.38878	25.8526
3158	5.00875	-7.90956	102034	1.23152e-08	0.989474	74	74	-0.659703	-3.98114	17.4842
3159	5.8324	-8.79136	679836	1.61674e-09	0.984211	242	242	-2.14693	-0.548959	33.0105
3160	2.90209	-7.35062	798	4.46049e-08	0.284211	6	6	-2.05624	-1.15717	0.6
3161	2.06044	-7.69411	114	2.0225e-08	0.442105	2	2	1.33288	2.6206	0.884211
3162	4.45712	-7.70458	28649	1.97433e-08	0.989474	61	61	-0.565699	-4.81017	14.7947
3163	3.06655	-8.80915	1165	1.55187e-09	0	0	0	0	0	0
3164	3.02134	-8.2311	1050	5.87358e-09	0.505263	1	1	1.43024	1.4094	0.505263
3165	2.95762	-7.82853	907	1.48413e-08	0.357895	2	2	-0.768572	-0.723684	0.378947
3166	4.2217	-8.78475	16660	1.64154e-09	0.568421	6	6	-0.78678	-0.497983	1.27368
3167	5.72521	-6.89308	531144	1.27916e-07	0.994737	5973	5973	0.789689	5.53543	2000.43
3168	5.83254	-7.86611	680049	1.3611e-08	1	976	976	-0.501781	-0.13775	242.147
3169	4.19218	-7.12302	15566	7.53323e-08	0.989474	211	211	-0.5034	-0.333172	52.2684
3170	2.10306	-7.66119	126	2.18178e-08	0	0	0	0	0	0
3171	3.91976	-6.41195	8313	3.87305e-07	0.994737	305	305	-0.746697	-0.794901	70.5684
3172	3.54598	-7.96914	3515	1.07364e-08	0.194737	2	2	-1.51284	-1.86305	0.2
3173	2.00717	-6.5089	101	3.09812e-07	0.1	1	1	-1.16439	-0.879302	0.1
3174	3.59744	-7.38245	3957	4.14528e-08	0.936842	33	33	0.235755	-0.177663	9.85789
3175	4.53128	-6.75748	33984	1.74793e-07	0.989474	786	786	1.46335	3.83868	298.995
3176	4.54412	-6.13257	35004	7.36931e-07	1	4608	4608	1.32673	2.14487	1709.54
3177	3.97896	-6.66634	9527	2.15607e-07	0.994737	265	265	-0.631651	-1.04328	63.3632
3178	3.65299	-6.09105	4497	8.10859e-07	1	693	693	-1.15704	-0.963228	141.326
3179	2.81899	-7.46012	659	3.4664e-08	0.563158	2	2	0.172703	0.153075	0.605263
3180	5.5362	-7.30602	343718	4.94283e-08	1	2876	2876	1.56121	1.68692	1112.37
3181	2.73412	-7.68818	542	2.05029e-08	0.336842	1	1	0.351953	0.720808	0.336842
3182	3.36409	-8.11176	2312	7.73102e-09	0.721053	3	3	0.68713	0.133551	1.06316
3183	5.49247	-7.75179	310791	1.77096e-08	1	751	751	0.270793	-0.238894	225.379
3184	4.05112	-8.97628	11249	1.05613e-09	0.715789	5	5	0.345364	0.0370691	1.56842
3185	5.18149	-6.23454	151875	5.82722e-07	1	6920	6920	0.47356	2.39479	2170.64
3186	5.85648	-7.74325	718585	1.80613e-08	1	1895	1895	0.0290804	0.872888	537.847
3187	3.7469	-7.56596	5583	2.71671e-08	0.842105	15	15	-1.21884	-1.95863	2.83158
3188	5.65506	-8.8221	451916	1.50627e-09	0.947368	105	105	-0.0119197	1.84414	29.5105
3189	5.76222	-6.49083	578393	3.22979e-07	1	16066	16066	1.27774	3.42187	5907.06
3190	2.07424	-8.10903	118	7.77977e-09	0	0	0	0	0	0
3191	5.43548	-6.77388	272573	1.68315e-07	1	6138	6138	1.21845	2.42401	2232.46
3192	3.489	-6.97576	3083	1.0574e-07	0.905263	61	61	1.58731	2.04064	23.9263
3193	2.82785	-8.64554	672	2.26182e-09	0	0	0	0	0	0
3194	4.92291	-7.09433	83736	8.04771e-08	1	614	614	-0.601936	-0.88363	148.163
3195	5.31676	-7.3738	207378	4.2286e-08	0.994737	913	913	1.25775	2.177	334.637
3196	5.46073	-7.37958	288890	4.17269e-08	1	1258	1258	-0.297598	0.273469	329.411
3197	5.32115	-8.68817	209485	2.05038e-09	0.989474	69	69	-1.12153	-5.07158	14.0895
3198	3.9286	-8.81693	8484	1.52431e-09	0.336842	4	4	0.564591	3.84348	1.34737
3199	3.70383	-6.27456	5056	5.31423e-07	0.994737	416	416	0.13927	0.317444	121.168
3200	3.71942	-6.17253	5241	6.7216e-07	0.989474	334	334	-0.312529	0.873896	87.0895
3201	5.55924	-7.31109	362443	4.8855e-08	1	2159	2159	0.802362	1.21533	724.989
3202	4.0825	-7.99251	12092	1.01741e-08	0.821053	13	13	0.879378	2.32372	4.55263
3203	5.55455	-6.31804	358547	4.808e-07	1	15550	15550	2.44865	3.58527	6940.05
3204	4.33423	-6.54002	21589	2.8839e-07	0.984211	952	952	-0.551752	3.20507	232.989
3205	4.28371	-8.11471	19217	7.67866e-09	0.915789	27	27	-0.783234	-0.217255	6.07895
3206	2.95568	-7.29143	902	5.11174e-08	0.694737	5	5	0.013985	-0.227594	1.41579
3207	4.73641	-7.97405	54501	1.06158e-08	0.968421	57	57	-0.579829	-2.50191	13.7632
3208	4.7979	-7.06983	62791	8.51476e-08	0.994737	991	991	0.296887	1.97407	299.132
3209	4.42793	-8.28877	26787	5.14319e-09	0.736842	9	9	-0.834747	-1.32696	1.92105
3210	5.25571	-6.56372	180183	2.73072e-07	1	5381	5381	0.738008	2.18939	1783.49
3211	5.96044	-7.1871	912945	6.4998e-08	1	6746	6746	1.31929	2.54117	2499.27
3212	4.3122	-6.44136	20521	3.61945e-07	0.994737	944	944	-0.17166	1.68709	255.179
3213	2.12804	-7.79655	134	1.59753e-08	0	0	0	0	0	0
3214	5.59316	-8.69732	391889	2.00763e-09	0.973684	70	70	-1.30643	-1.61166	13.4
3215	4.35751	-8.94067	22777	1.14638e-09	0.626316	4	4	-0.800294	-1.64233	0.815789
3216	3.90297	-8.63831	7997	2.29978e-09	0.536842	3	3	-0.642768	-1.00609	0.642105
3217	3.06186	-6.82961	1153	1.48044e-07	0.936842	34	34	-0.0517917	-0.315469	9.45789
3218	2.23228	-8.13196	170	7.3798e-09	0	0	0	0	0	0
3219	2.23176	-8.9092	170	1.23253e-09	0	0	0	0	0	0
3220	5.90109	-7.30929	796318	4.90583e-08	1	3494	3494	0.256892	1.61939	1045.16
3221	4.04468	-7.51905	11083	3.02659e-08	0.947368	51	51	0.231034	0.466476	15.2
3222	5.28518	-8.9487	192833	1.12537e-09	0.836842	33	33	0.717628	3.95255	10.9947
3223	4.20782	-8.21735	16136	6.06248e-09	0.936842	17	17	-0.392117	-2.31135	4.28947
3224	5.84835	-6.06778	705262	8.55507e-07	1	19436	19436	3.81083	3.40282e+38	10452.2
3225	2.28774	-8.757	193	1.74985e-09	0	0	0	0	0	0
3226	2.65093	-8.02481	447	9.44474e-09	0.1	1	1	-1.16439	-0.879302	0.1
3227	3.27641	-7.76976	1889	1.69917e-08	0.631579	6	6	-1.57027	-2.74273	0.857895
3228	3.867	-6.69226	7362	2.03116e-07	0.984211	218	218	-0.065871	0.0224113	60.4737
3229	3.19002	-6.60851	1548	2.46312e-07	0.936842	31	31	-0.636912	-2.07324	7.32105
3230	3.11105	-7.20213	1291	6.27864e-08	0.663158	5	5	0.368217	0.054507	1.57895
3231	5.34419	-7.34012	220899	4.56961e-08	1	786	786	-0.212562	-0.338706	210.3
3232	5.37889	-8.97793	239269	1.05212e-09	0.957895	52	52	0.47634	0.71545	16.3895
3233	5.1357	-6.76419	136679	1.7211e-07	1	4549	4549	0.0451636	1.8512	1296.03
3234	4.99291	-6.99899	98380	1.00233e-07	1	877	877	-0.480988	-0.281284	218.805
3235	5.16012	-7.68422	144584	2.06907e-08	1	452	452	-1.02494	-1.68442	96.1474
3236	4.72521	-7.11127	53114	7.73973e-08	0.994737	308	308	-0.963532	-0.92179	66.7474
3237	2.66057	-6.80122	457	1.58046e-07	0.842105	8	8	-0.892393	-2.88716	1.65789
3238	4.59744	-7.00486	39576	9.88879e-08	1	724	724	1.62114	0.0753262	283.121
3239	3.14079	-8.49608	1382	3.19092e-09	0	0	0	0	0	0
3240	3.54453	-8.21171	3503	6.14169e-09	0.589474	2	2	0.457275	0.366122	0.673684
3241	2.41458	-8.69661	259	2.01088e-09	0	0	0	0	0	0
3242	5.29253	-6.02973	196123	9.3383e-07	1	14524	14524	1.12528	3.29066	5191.42
3243	2.73491	-6.23265	543	5.85257e-07	0.942105	30	30	-0.55784	-1.22583	7.25263
3244	3.10336	-8.22567	1268	5.94742e-09	0	0	0	0	0	0
3245	5.75815	-8.0616	572995	8.67761e-09	1	1103	1103	1.68322	0.622398	435.811
3246	4.16448	-7.82719	14604	1.48871e-08	0.805263	16	16	-0.932062	0.369103	3.37895
3247	2.96094	-7.38996	913	4.07417e-08	0.505263	4	4	-1.43544	-2.62415	0.568421
3248	5.52907	-6.35522	338119	4.41349e-07	1	10444	10444	0.510939	2.82844	3302.22
3249	3.31403	-8.7349	2060	1.84121e-09	0	0	0	0	0	0
3250	3.47096	-6.33928	2957	4.57847e-07	0.989474	314	314	-1.47014	-0.107768	57.2947
3251	5.90274	-6.61765	799360	2.41184e-07	1	15954	15954	1.55607	3.46509	6164.07
3252	4.3651	-6.57248	23179	2.67618e-07	0.989474	505	505	-1.60919	0.885814	87.5421
